Credibility Code,Sample Size,Precision,Abundance,Significance, AOU,Region,Species Name,Region Name, N Routes, Trend, 2.5%CI, 97.5%CI,Relative Abundance
  ,  ,  ,  , 1,03160,NH ,Mourning Dove                           ,New Hampshire                           ,  24,     2.335,       1.604,    3.116,       15.931
  ,  ,  ,  ,  ,03160,NJ ,Mourning Dove                           ,New Jersey                              ,  42,    -0.475,      -0.979,    0.124,       38.919
  ,  ,  ,  , 2,03160,NM ,Mourning Dove                           ,New Mexico                              ,  84,    -0.679,      -1.380,   -0.044,       25.899
 Y,  ,  , Y, 1,03160,NS ,Mourning Dove                           ,Nova Scotia                             ,  37,    10.783,       8.242,   13.635,        0.955
  ,  ,  ,  , 1,03160,NY ,Mourning Dove                           ,New York                                , 126,     1.325,       0.930,    1.720,       23.179
  ,  ,  ,  , 1,03160,OHI,Mourning Dove                           ,Ohio                                    ,  78,     0.503,       0.058,    0.944,       51.144
  ,  ,  ,  , 2,03160,OKL,Mourning Dove                           ,Oklahoma                                ,  60,    -1.238,      -1.691,   -0.770,       67.580
  ,  ,  ,  , 1,03160,ONT,Mourning Dove                           ,Ontario                                 , 153,     1.337,       0.728,    1.967,        3.462
  ,  ,  ,  , 2,03160,ORE,Mourning Dove                           ,Oregon                                  , 117,    -1.343,      -2.167,   -0.542,        6.350
  ,  ,  ,  , 1,03160,PA ,Mourning Dove                           ,Pennsylvania                            , 127,     1.030,       0.679,    1.401,       28.734
 R, R,  ,  , 1,03160,PEI,Mourning Dove                           ,Prince Edward Island                    ,   4,     8.971,       7.005,   10.897,        1.403
  ,  ,  ,  , 1,03160,QUE,Mourning Dove                           ,Quebec                                  , 125,     3.184,       2.292,    4.131,        1.341
 Y, Y,  ,  ,  ,03160,RI ,Mourning Dove                           ,Rhode Island                            ,   6,     1.226,      -0.694,    3.646,       15.408
  ,  ,  ,  , 1,03160,SAS,Mourning Dove                           ,Saskatchewan                            , 103,     1.362,       0.590,    2.059,        9.409
  ,  ,  ,  ,  ,03160,SC ,Mourning Dove                           ,South Carolina                          ,  47,    -0.148,      -0.589,    0.279,       44.901
  ,  ,  ,  ,  ,03160,SD ,Mourning Dove                           ,South Dakota                            ,  58,     0.138,      -0.363,    0.630,       67.340
  ,  ,  ,  , 2,03160,TEN,Mourning Dove                           ,Tennessee                               ,  48,    -0.427,      -0.754,   -0.079,       39.089
  ,  ,  ,  , 2,03160,TEX,Mourning Dove                           ,Texas                                   , 231,    -0.811,      -1.122,   -0.506,       63.904
  ,  ,  ,  , 2,03160,UT ,Mourning Dove                           ,Utah                                    , 102,    -2.673,      -3.450,   -1.919,       15.347
  ,  ,  ,  ,  ,03160,VA ,Mourning Dove                           ,Virginia                                ,  60,    -0.157,      -0.514,    0.192,       34.290
  ,  ,  ,  , 1,03160,VT ,Mourning Dove                           ,Vermont                                 ,  26,     2.556,       1.654,    3.536,       12.128
  ,  ,  ,  , 2,03160,WAS,Mourning Dove                           ,Washington                              ,  77,    -0.624,      -1.231,   -0.078,        7.477
  ,  ,  ,  , 1,03160,WIS,Mourning Dove                           ,Wisconsin                               ,  95,     1.158,       0.751,    1.571,       25.151
  ,  ,  ,  , 1,03160,WV ,Mourning Dove                           ,West Virginia                           ,  57,     3.535,       2.852,    4.262,       16.650
  ,  ,  ,  , 2,03160,WYO,Mourning Dove                           ,Wyoming                                 , 126,    -1.280,      -1.926,   -0.672,       16.051
  ,  ,  ,  , 1,03160,CA1,Mourning Dove                           ,Canada                                  , 714,     0.623,       0.220,    0.997,        3.510
  ,  ,  ,  , 2,03160,US1,Mourning Dove                           ,United States                           ,3751,    -0.445,      -0.564,   -0.332,       39.186
  ,  ,  ,  , 2,03160,SU1,Mourning Dove                           ,Survey-wide                             ,4465,    -0.404,      -0.520,   -0.293,       28.059
 R, R, Y, R,  ,03870,S10,Yellow-billed Cuckoo                    ,Northern Rockies                        ,   3,    -1.985,      -6.284,    2.288,        0.009
 Y,  ,  , Y, 2,03870,S11,Yellow-billed Cuckoo                    ,Prairie Potholes                        ,  49,    -2.095,      -3.554,   -0.454,        0.249
 R,  ,  , R,  ,03870,S12,Yellow-billed Cuckoo                    ,Boreal Hardwood Transition              , 105,    -0.495,      -2.356,    1.283,        0.091
 Y,  ,  , Y,  ,03870,S13,Yellow-billed Cuckoo                    ,Lower Great Lakes/ St. Lawrence Plain   , 134,    -0.676,      -1.828,    0.474,        0.216
 R,  ,  , R,  ,03870,S14,Yellow-billed Cuckoo                    ,Atlantic Northern Forest                ,  51,    -0.638,      -3.517,    1.948,        0.033
 R, R, Y, R, 2,03870,S16,Yellow-billed Cuckoo                    ,Southern Rockies/colorado Plateau       ,   3,    -2.922,      -8.290,   -0.053,        0.005
 R,  , Y, R,  ,03870,S17,Yellow-billed Cuckoo                    ,Badlands and Prairies                   ,  23,    -1.231,      -4.962,    2.772,        0.033
 Y,  ,  , Y,  ,03870,S18,Yellow-billed Cuckoo                    ,Shortgrass Prairie                      ,  49,    -0.820,      -2.820,    0.917,        0.109
  ,  ,  ,  , 2,03870,S19,Yellow-billed Cuckoo                    ,Central Mixed Grass Prairie             , 107,    -1.027,      -1.731,   -0.348,        4.321
  ,  ,  ,  , 2,03870,S20,Yellow-billed Cuckoo                    ,Edwards Plateau                         ,  19,    -1.730,      -2.610,   -0.897,       12.964
  ,  ,  ,  , 2,03870,S21,Yellow-billed Cuckoo                    ,Oaks and Prairies                       ,  73,    -1.846,      -2.402,   -1.289,       17.092
  ,  ,  ,  , 2,03870,S22,Yellow-billed Cuckoo                    ,Eastern Tallgrass Prairie               , 251,    -1.544,      -2.288,   -0.856,        5.696
 Y,  ,  , Y, 2,03870,S23,Yellow-billed Cuckoo                    ,Prairie Hardwood Transition             , 139,    -1.260,      -2.420,   -0.169,        0.427
  ,  ,  ,  , 2,03870,S24,Yellow-billed Cuckoo                    ,Central Hardwoods                       , 151,    -1.624,      -2.234,   -1.058,       11.436
  ,  ,  ,  , 2,03870,S25,Yellow-billed Cuckoo                    ,West Gulf Coastal Plain/ouachitas       ,  99,    -1.501,      -2.121,   -0.867,       17.415
  ,  ,  ,  , 2,03870,S26,Yellow-billed Cuckoo                    ,Mississippi Alluvial Valley             ,  61,    -1.009,      -1.636,   -0.338,       12.512
  ,  ,  ,  , 2,03870,S27,Yellow-billed Cuckoo                    ,Southeastern Coastal Plain              , 303,    -0.866,      -1.224,   -0.511,        8.432
  ,  ,  ,  , 2,03870,S28,Yellow-billed Cuckoo                    ,Appalachian Mountains                   , 343,    -0.755,      -1.252,   -0.276,        2.638
  ,  ,  ,  ,  ,03870,S29,Yellow-billed Cuckoo                    ,Piedmont                                , 153,    -0.121,      -0.809,    0.544,        4.965
  ,  ,  ,  , 2,03870,S30,Yellow-billed Cuckoo                    ,New England/mid-atlantic Coast          , 142,    -1.254,      -1.979,   -0.567,        2.438
 Y,  ,  , Y, 2,03870,S31,Yellow-billed Cuckoo                    ,Peninsular Florida                      ,  56,    -4.307,      -5.581,   -3.121,        0.826
 R, Y,  , R,  ,03870,S34,Yellow-billed Cuckoo                    ,Sierra Madre Occidental                 ,   6,    -1.660,      -4.213,    1.222,        0.022
 Y,  ,  , Y,  ,03870,S35,Yellow-billed Cuckoo                    ,Chihuahuan Desert                       ,  27,     0.015,      -2.054,    2.410,        0.327
  ,  ,  ,  , 2,03870,S36,Yellow-billed Cuckoo                    ,Tamaulipan Brushlands                   ,  25,    -1.355,      -2.350,   -0.246,        4.536
  ,  ,  ,  , 2,03870,S37,Yellow-billed Cuckoo                    ,Gulf Coastal Prairie                    ,  41,    -1.171,      -2.130,   -0.147,        4.833
  ,  ,  ,  , 2,03870,ALA,Yellow-billed Cuckoo                    ,Alabama                                 , 102,    -1.333,      -1.887,   -0.782,        8.054
 R, Y,  , R,  ,03870,ARI,Yellow-billed Cuckoo                    ,Arizona                                 ,   6,    -1.660,      -4.213,    1.222,        0.022
  ,  ,  ,  , 2,03870,ARK,Yellow-billed Cuckoo                    ,Arkansas                                ,  56,    -0.987,      -1.622,   -0.301,       15.448
 R, Y, R, R,  ,03870,COL,Yellow-billed Cuckoo                    ,Colorado                                ,  11,    -2.028,      -8.627,    5.206,        0.027
 R,  , Y, R, 2,03870,CON,Yellow-billed Cuckoo                    ,Connecticut                             ,  16,    -3.940,      -7.743,   -0.142,        0.095
  ,  ,  ,  ,  ,03870,DEL,Yellow-billed Cuckoo                    ,Delaware                                ,  17,    -0.546,      -2.108,    1.131,        3.634
  ,  ,  ,  , 2,03870,FLA,Yellow-billed Cuckoo                    ,Florida                                 ,  92,    -1.675,      -2.429,   -0.972,        2.252
  ,  ,  ,  , 2,03870,GA ,Yellow-billed Cuckoo                    ,Georgia                                 , 102,    -1.441,      -2.181,   -0.710,        5.364
 Y,  ,  , Y, 2,03870,IA ,Yellow-billed Cuckoo                    ,Iowa                                    ,  38,    -1.606,      -2.685,   -0.431,        0.964
  ,  ,  ,  , 2,03870,ILL,Yellow-billed Cuckoo                    ,Illinois                                ,  97,    -1.642,      -2.708,   -0.573,        3.411
  ,  ,  ,  ,  ,03870,IND,Yellow-billed Cuckoo                    ,Indiana                                 ,  58,    -0.922,      -2.008,    0.187,        2.607
  ,  ,  ,  , 2,03870,KAN,Yellow-billed Cuckoo                    ,Kansas                                  ,  61,    -1.612,      -2.426,   -0.877,        9.418
  ,  ,  ,  , 2,03870,KY ,Yellow-billed Cuckoo                    ,Kentucky                                ,  56,    -0.806,      -1.494,   -0.113,        6.993
  ,  ,  ,  , 2,03870,LA ,Yellow-billed Cuckoo                    ,Louisiana                               ,  93,    -0.847,      -1.485,   -0.231,       10.060
 Y,  ,  , Y,  ,03870,MAS,Yellow-billed Cuckoo                    ,Massachusetts                           ,  25,     2.539,      -0.144,    5.483,        0.108
  ,  ,  ,  , 2,03870,MD ,Yellow-billed Cuckoo                    ,Maryland                                ,  72,    -1.257,      -1.958,   -0.553,        4.928
 R,  , R, R,  ,03870,ME ,Yellow-billed Cuckoo                    ,Maine                                   ,  15,    -0.935,      -5.990,    4.558,        0.029
 Y,  ,  , Y,  ,03870,MIC,Yellow-billed Cuckoo                    ,Michigan                                ,  75,    -1.065,      -2.891,    0.666,        0.434
 Y,  ,  , Y, 2,03870,MIN,Yellow-billed Cuckoo                    ,Minnesota                               ,  56,    -2.270,      -3.900,   -0.450,        0.127
  ,  ,  ,  , 2,03870,MIS,Yellow-billed Cuckoo                    ,Mississippi                             ,  54,    -0.624,      -1.303,   -0.008,       14.026
  ,  ,  ,  , 2,03870,MO ,Yellow-billed Cuckoo                    ,Missouri                                ,  91,    -2.063,      -2.782,   -1.344,       11.725
  ,  ,  ,  ,  ,03870,NC ,Yellow-billed Cuckoo                    ,North Carolina                          ,  94,     0.008,      -0.746,    0.759,        5.628
